API_WellNo,OpNo,CoName,Well_Nm,Well_Typ,Type,Wl_Status,Status,Wh_Sec,Wh_Twpn,Wh_Twpd,Wh_RngN,Wh_RngD,Wh_Qtr,Wh_FtNS,Wh_Ns,Wh_FtEW,Wh_EW,Slant,Reg_Field_No,Reg_Field,Stat_Field_No,Stat_Field,Dt_APD,Dt_Cmp,Elev_KB,DTD
25083233560000,727,"Kraken Operating, LLC",Eagle 4-9  #4H,OIL,Oil,PR,Producing,4,25,N,59,E, NW NE,375.0,N,1791.0,E,H,11083,"Elm Coulee, Northeast",2933,"Elm Coulee, Northeast",2018-10-09 00:00:00,2019-03-23 00:00:00,2268.0,20920.0
25025217030000,1550,Continental Resources Inc,MERRITT  1-27F,EOR,"Injection, EOR",IA,Active Injection,27,7,N,61,E, SW SW,300.0,S,350.0,W,H,11025,Windy Ridge,9790,Windy Ridge,1997-10-28 00:00:00,1998-09-05 00:00:00,3091.0,
25025225380000,1550,Continental Resources Inc,Little Beaver East  41-32H,OIL,Oil,PR,Producing,32,6,N,61,E, NE NE,130.0,N,400.0,E,H,5420,"Little Beaver, East",5420,"Little Beaver, East",2005-07-01 00:00:00,2005-09-07 00:00:00,,14453.0
25083231420000,1550,Continental Resources Inc,Thomas-Bettye  HSU,OIL,Oil,PR,Producing,27,23,N,56,E, SE SE,275.0,S,355.0,E,H,11083,Elm Coulee,2930,Elm Coulee,2013-04-09 00:00:00,2013-07-15 00:00:00,2529.0,20318.0
25083225200000,118,Enerplus Resources USA Corporation,Penelope-Roberta  24-3-HID3,OIL,Oil,PR,Producing,24,24,N,55,E, NE NW,280.0,N,1764.0,W,H,11083,Elm Coulee,2930,Elm Coulee,2006-07-03 00:00:00,2006-10-19 00:00:00,2411.0,14460.0
25025225330000,664,"Denbury Onshore, LLC",Kimball  14X-19H,OIL,Oil,SI,Shut In,19,6,N,61,E, SW SW,335.0,S,140.0,W,H,5700,Lookout Butte,5700,Lookout Butte,2005-06-15 00:00:00,2006-03-15 00:00:00,3009.0,13687.0
25085216510000,678,"Samson Oil and Gas USA, Inc.",Panasuk  43X-4,OIL,Oil,PR,Producing,4,29,N,58,E, NE SE,1345.0,S,550.0,E,H,11085,Target,8940,Target,2000-06-22 00:00:00,2000-08-03 00:00:00,2431.0,13152.0
25083231550000,1550,Continental Resources Inc,McHenry  4-35H,OIL,Oil,SI,Shut In,35,24,N,52,E, NE NE,270.0,N,1298.0,E,H,11083,Elm Coulee,2930,Elm Coulee,2013-05-10 00:00:00,2013-11-11 00:00:00,,13883.0
25083226730000,580,XTO Energy Inc.,Joe  31X-19,OIL,Oil,PR,Producing,19,24,N,57,E, NW NE,600.0,N,1516.0,E,H,11083,Elm Coulee,2930,Elm Coulee,2007-07-13 00:00:00,2007-08-17 00:00:00,2511.0,16795.0
25085218990000,533,Oasis Petroleum North America LLC,Stonewall Fed. 2959  43-21H,OIL,Oil,PR,Producing,21,29,N,59,E, SW SE,190.0,S,1500.0,E,H,11085,"Elm Coulee, Northeast",2933,"Elm Coulee, Northeast",2012-12-04 00:00:00,2013-04-12 00:00:00,2411.0,20400.0
25091212670000,713,Legacy Reserves Operating LP,Cova  1HR,OIL,Oil,SI,Shut In,35,34,N,58,E, NE NE,656.0,N,716.0,E,H,11091,Divide,2640,Divide,1979-07-03 00:00:00,1979-11-30 00:00:00,2070.0,10230.0
25083228130000,118,Enerplus Resources USA Corporation,Snydley-Dexter  8-13-HSU,OIL,Oil,PR,Producing,8,24,N,55,E, SW SW,250.0,S,770.0,W,H,11083,Elm Coulee,2930,Elm Coulee,2009-11-05 00:00:00,2010-03-24 00:00:00,2475.0,14254.0
25083224620000,1550,Continental Resources Inc,Karen  1-10H,OIL,Oil,SI,Shut In,10,23,N,54,E, NW NW,600.0,N,400.0,W,H,11083,Elm Coulee,2930,Elm Coulee,2006-04-04 00:00:00,2006-05-19 00:00:00,2597.0,15505.0
25083224310000,118,Enerplus Resources USA Corporation,Burning Tree-Petey  36-3/25-H,OIL,Oil,PR,Producing,36,25,N,54,E, NE NW,230.0,N,1665.0,W,H,11083,Elm Coulee,2930,Elm Coulee,2006-01-30 00:00:00,2006-04-28 00:00:00,2312.0,14200.0
25083231630000,1550,Continental Resources Inc,Joyce  HSL,OIL,Oil,PR,Producing,18,24,N,54,E, NE NE,230.0,N,300.0,E,H,11083,Elm Coulee,2930,Elm Coulee,2013-06-04 00:00:00,2014-02-04 00:00:00,2484.0,16638.0
25085217940000,794,"Foundation Energy Management, LLC",French  21-30TFH,OIL,Oil,PR,Producing,30,29,N,56,E, NE NW,395.0,N,2170.0,W,H,11085,"Elm Coulee, Northeast",2933,"Elm Coulee, Northeast",2011-02-15 00:00:00,2011-11-18 00:00:00,2173.0,19101.0
25091218840000,871,"D90 Energy, LLC",Krowen  14-4H,OIL,Oil,SI,Shut In,14,37,N,57,E, NW NW,880.0,N,250.0,W,H,11091,Flat Lake,3200,Flat Lake,2011-04-21 00:00:00,2011-12-22 00:00:00,2229.0,11871.0
25085217500000,6980,Slawson Exploration Company Inc,Renegade  1-10H,OIL,Oil,PR,Producing,10,26,N,59,E, SE SW,700.0,S,1500.0,W,H,11085,"Elm Coulee, Northeast",2933,"Elm Coulee, Northeast",2010-04-06 00:00:00,2010-10-24 00:00:00,1906.0,13911.0
25025225710000,664,"Denbury Onshore, LLC",Unit  12X-33CH,OIL,Oil,PR,Producing,33,8,N,60,E, SW NW,2320.0,N,990.0,W,H,6680,Pennel,6680,Pennel,2006-01-11 00:00:00,2006-07-19 00:00:00,3052.0,11042.0
25083225550000,580,XTO Energy Inc.,Candee  41X-6,OIL,Oil,PR,Producing,6,25,N,52,E, NE NE,300.0,N,300.0,E,H,11083,Elm Coulee,2930,Elm Coulee,2006-10-16 00:00:00,2007-05-10 00:00:00,2376.0,19003.0
25025215360000,664,"Denbury Onshore, LLC",UNIT  12X-14H,EOR,"Injection, EOR",IA,Active Injection,14,6,N,60,E, SW NW,2100.0,N,1200.0,W,H,5700,Lookout Butte,5700,Lookout Butte,1994-09-16 00:00:00,1995-03-17 00:00:00,3114.0,13676.0
25025215510000,664,"Denbury Onshore, LLC",ELOB  14-13H,EOR,"Injection, EOR",IA,Active Injection,13,7,N,60,E, SW SW,500.0,S,500.0,W,H,5708,"Lookout Butte, East, Unit",5708,"Lookout Butte, East, Unit",1995-02-17 00:00:00,1995-05-05 00:00:00,3125.0,13378.0
25083220280000,118,Enerplus Resources USA Corporation,Flik-Irigoin  13-1H,OIL,Oil,PR,Producing,13,25,N,53,E, NE NE,220.0,N,1100.0,E,H,11083,Elm Coulee,2930,Elm Coulee,2003-08-05 00:00:00,2003-11-12 00:00:00,2345.0,14250.0
25083227660000,1550,Continental Resources Inc,Alice  3-21H,OIL,Oil,PR,Producing,21,23,N,56,E, NE NW,400.0,N,1700.0,W,H,11083,Elm Coulee,2930,Elm Coulee,2008-06-24 00:00:00,2008-08-20 00:00:00,2488.0,19578.0
25083221180000,5000,Burlington Resources Oil & Gas Company LP,BR  44-23H 52,OIL,Oil,PR,Producing,23,25,N,52,E, SE SE,950.0,S,550.0,E,H,11083,Elm Coulee,2930,Elm Coulee,2004-01-18 00:00:00,2005-05-19 00:00:00,2483.0,15816.0
25083227500000,6980,Slawson Exploration Company Inc,Flames  1H-4,OIL,Oil,PR,Producing,4,21,N,59,E, S2 SW,70.0,S,1320.0,W,H,11083,Elm Coulee,2930,Elm Coulee,2008-04-09 00:00:00,2008-09-14 00:00:00,2018.0,14798.0
25083222400000,3430,Headington Oil Company LLC,Rau  11X-25,OIL,Oil,AX,P&A - Approved,25,22,N,59,E, NW NW,500.0,N,600.0,W,H,11083,Elm Coulee,2930,Elm Coulee,2004-11-12 00:00:00,2005-01-19 00:00:00,2182.0,15922.0
25005237970000,105,Citation Oil & Gas Corp.,BSU  H311HR,OIL,Oil,PR,Producing,11,31,N,19,E, SE NE,1775.0,N,225.0,E,H,1100,Bowes,1100,Bowes,2011-06-10 00:00:00,2011-11-03 00:00:00,3006.0,6265.0
25025217260000,5000,Burlington Resources Oil & Gas Company LP,BR  12-1NH,OIL,Oil,AX,P&A - Approved,1,7,N,60,E, SW NW,1150.0,N,750.0,W,H,9790,Windy Ridge,9790,Windy Ridge,1998-02-27 00:00:00,1998-04-04 00:00:00,3182.0,15265.0
25083219750000,118,Enerplus Resources USA Corporation,Hopper-Irigoin  19-4H,OIL,Oil,PR,Producing,19,25,N,54,E, NW NW,621.0,N,1274.0,W,H,11083,Elm Coulee,2930,Elm Coulee,2003-01-30 00:00:00,2003-09-06 00:00:00,2381.0,18700.0
25083231120000,580,XTO Energy Inc.,Dige  41X-29DXA,OIL,Oil,PR,Producing,29,23,N,59,E, NE NE,230.0,N,1170.0,E,H,11083,Elm Coulee,2930,Elm Coulee,2013-02-04 00:00:00,2013-05-20 00:00:00,1975.0,20596.0
25091217900000,871,"D90 Energy, LLC",Dwyer  10-4H,OIL,Oil,SI,Shut In,13,32,N,58,E, SE SW,400.0,S,2470.0,W,H,2820,Dwyer,2820,Dwyer,2004-11-12 00:00:00,2005-04-16 00:00:00,2026.0,9929.0
25083222070000,1550,Continental Resources Inc,Goss  2-26H,OIL,Oil,PR,Producing,26,24,N,54,E, SW SW,150.0,S,800.0,W,H,11083,Elm Coulee,2930,Elm Coulee,2004-09-24 00:00:00,2005-05-04 00:00:00,2724.0,14705.0
25083228690000,882,"Grayson Mill Operating, LLC",Storvik  7-6 1H,OIL,Oil,PR,Producing,7,26,N,59,E, SE SE,910.0,S,660.0,E,H,11083,"Elm Coulee, Northeast",2933,"Elm Coulee, Northeast",2010-11-19 00:00:00,2011-07-01 00:00:00,1973.0,18960.0
25083230960000,1550,Continental Resources Inc,Julie  3-3H,OIL,Oil,PR,Producing,3,23,N,54,E, SW SE,180.0,S,2320.0,E,H,11083,Elm Coulee,2930,Elm Coulee,2012-12-03 00:00:00,2013-05-30 00:00:00,2671.0,20045.0
25025230770000,664,"Denbury Onshore, LLC",ELOB  13-19NH 761,OIL,Oil,PR,Producing,19,7,N,61,E, NW SW,1681.0,S,503.0,W,H,5710,"Lookout Butte, East, Unit",5708,"Lookout Butte, East, Unit",2014-04-16 00:00:00,2014-09-22 00:00:00,3105.0,16679.0
25083230440000,882,"Grayson Mill Operating, LLC",Breaks 17-20  1H,OIL,Oil,PR,Producing,17,26,N,57,E, NE NW,240.0,N,2298.0,W,H,11083,"Elm Coulee, Northeast",2933,"Elm Coulee, Northeast",2012-08-23 00:00:00,2013-03-06 00:00:00,2431.0,20370.0
25085219430000,533,Oasis Petroleum North America LLC,Falcon Federal  2759 44-9 2T,OIL,Oil,PR,Producing,9,27,N,59,E, SE SE,255.0,S,1290.0,E,H,11085,"Elm Coulee, Northeast",2933,"Elm Coulee, Northeast",2014-03-24 00:00:00,2014-09-17 00:00:00,2213.0,21045.0
25065218000000,1963,Delphi International Inc.,Goffena  1 (Horiz),OIL,Oil,SI,Shut In,26,9,N,27,E,SE SE NE,2263.0,N,377.0,E,H,2520,Delphia,2520,Delphia,1990-08-30 00:00:00,1991-11-15 00:00:00,3171.0,7321.0
25083225300000,536,Ovintiv USA Inc.,Andrew  1-2H,OIL,Oil,PR,Producing,2,21,N,59,E, NW NW,300.0,N,940.0,W,H,11083,Elm Coulee,2930,Elm Coulee,2006-07-31 00:00:00,2007-03-09 00:00:00,2181.0,16165.0
25083220470000,580,XTO Energy Inc.,Putnam  24X-20,OIL,Oil,PR,Producing,20,23,N,57,E, SE SW,660.0,S,1840.0,W,H,11083,Elm Coulee,2930,Elm Coulee,2003-09-09 00:00:00,2003-11-15 00:00:00,2638.0,15680.0
25085216360000,678,"Samson Oil and Gas USA, Inc.",Krogedal  21-21,OIL,Oil,PR,Producing,21,29,N,58,E, NE NW,1250.0,N,1880.0,W,H,1520,"Burget, East",1520,"Burget, East",1997-12-08 00:00:00,1998-03-16 00:00:00,2376.0,11887.0
25083232140000,404,Whiting Oil and Gas Corporation,Sundheim  21-27-2H,OIL,Oil,PR,Producing,27,25,N,58,E, NE NW,350.0,N,1980.0,W,H,11083,"Elm Coulee, Northeast",2933,"Elm Coulee, Northeast",2013-12-17 00:00:00,2014-07-10 00:00:00,2229.0,20145.0
25083227550000,580,XTO Energy Inc.,Joe G  44X-25,OIL,Oil,PR,Producing,25,22,N,58,E, SE SE,244.0,S,191.0,E,H,11083,Elm Coulee,2930,Elm Coulee,2008-04-14 00:00:00,2008-12-05 00:00:00,1932.0,21145.0
25091218900000,871,"D90 Energy, LLC",Jerde  10-8H,OIL,Oil,PR,Producing,10,37,N,57,E, SE NE,1980.0,N,230.0,E,H,11091,Flat Lake,3200,Flat Lake,2011-08-02 00:00:00,2012-11-28 00:00:00,2328.0,11744.0
25085219940000,727,"Kraken Operating, LLC",Jill 26-25  #2H,OIL,Oil,PR,Producing,27,27,N,57,E, NE SE,2559.0,S,280.0,E,H,11085,"Elm Coulee, Northeast",2933,"Elm Coulee, Northeast",2018-03-14 00:00:00,2018-08-20 00:00:00,1933.0,19916.0
25091217730000,713,Legacy Reserves Operating LP,Melby  14-1HR,OIL,Oil,SI,Shut In,1,33,N,58,E, SE SW,398.0,S,1600.0,W,H,1420,Brush Lake,1420,Brush Lake,2002-08-23 00:00:00,2003-04-17 00:00:00,2029.0,12590.0
25083223890000,779,"White Rock Oil & Gas, LLC",Lyle Pederson  2-17H,OIL,Oil,SI,Shut In,17,24,N,57,E, NW NE,660.0,N,1980.0,E,H,11083,Elm Coulee,2930,Elm Coulee,2005-11-15 00:00:00,2006-01-24 00:00:00,2420.0,14028.0
25083225260000,118,Enerplus Resources USA Corporation,Leghorn-Melodee  31-16-HLID,OIL,Oil,PR,Producing,31,23,N,58,E, SE SE,187.0,S,307.0,E,H,11083,Elm Coulee,2930,Elm Coulee,2006-07-10 00:00:00,2006-11-19 00:00:00,2316.0,20130.0
25085216820000,678,"Samson Oil and Gas USA, Inc.",Tininenko  24-24H,OIL,Oil,PR,Producing,24,29,N,58,E, SE SW,256.0,S,1906.0,W,H,11085,Red Bank,7400,Red Bank,2004-06-08 00:00:00,2004-08-24 00:00:00,2531.0,13756.0
25109211550000,664,"Denbury Onshore, LLC",South Pine  44X-29H,OIL,Oil,PR,Producing,29,12,N,57,E, SE SE,30.0,S,735.0,E,H,6760,Pine,6760,Pine,2004-07-16 00:00:00,2005-01-31 00:00:00,2663.0,11770.0
25091219110000,871,"D90 Energy, LLC",Hellegaard  9-12H #2,OIL,Oil,PR,Producing,9,37,N,57,E, NW SW,2080.0,S,215.0,W,H,11091,Flat Lake,3200,Flat Lake,2012-04-03 00:00:00,2012-09-05 00:00:00,,11875.0
25083228510000,1550,Continental Resources Inc,Benny  1-13H,OIL,Oil,PR,Producing,13,25,N,55,E, NE NE,150.0,N,800.0,E,H,11083,Elm Coulee,2930,Elm Coulee,2010-07-20 00:00:00,2010-11-07 00:00:00,2269.0,19589.0
25083223020000,779,"White Rock Oil & Gas, LLC",Johnson  3-21H,OIL,Oil,PR,Producing,21,23,N,58,E, NE NW,660.0,N,1980.0,W,H,11083,Elm Coulee,2930,Elm Coulee,2005-05-17 00:00:00,2005-09-25 00:00:00,2305.0,15067.0
25101235990000,7120,"Somont Oil Company, Inc.",Reeg  1-H,OIL,Oil,PR,Producing,14,35,N,2,W, SE SW,880.0,S,1450.0,W,H,4820,Kevin-Sunburst,4820,Kevin-Sunburst,1993-04-23 00:00:00,1993-09-01 00:00:00,3499.0,2651.0
25025216160000,664,"Denbury Onshore, LLC",Unit  34X-28H,OIL,Oil,PR,Producing,28,5,N,61,E, SW SE,700.0,S,1650.0,E,H,5420,"Little Beaver, East",5420,"Little Beaver, East",1996-08-07 00:00:00,1996-10-28 00:00:00,3030.0,10477.0
25083221930000,779,"White Rock Oil & Gas, LLC",Sunwall  9-14HR,OIL,Oil,SI,Shut In,14,23,N,58,E, NE SE,1680.0,S,660.0,E,H,11083,Vaux,9340,Vaux,2004-08-24 00:00:00,2004-11-08 00:00:00,2181.0,16672.0
25085215730000,779,"White Rock Oil & Gas, LLC",Bainville State  36-1HR,OIL,Oil,PR,Producing,36,28,N,58,E, NE NE,660.0,N,760.0,E,H,11085,Bainville,320,Bainville,1990-10-29 00:00:00,1992-01-09 00:00:00,1985.0,12850.0
25085219360000,533,Oasis Petroleum North America LLC,McCracken 2758  44-9 #4B,OIL,Oil,PR,Producing,9,27,N,58,E, SE SE,1321.0,S,324.0,E,H,11085,"Elm Coulee, Northeast",2933,"Elm Coulee, Northeast",2013-10-21 00:00:00,2014-10-18 00:00:00,2039.0,20575.0
25025215230000,664,"Denbury Onshore, LLC",ELOB  32-1NHR,EOR,"Injection, EOR",IA,Active Injection,1,6,N,60,E, SW NE,1550.0,N,1550.0,E,H,5708,"Lookout Butte, East, Unit",5708,"Lookout Butte, East, Unit",1994-05-09 00:00:00,1994-07-29 00:00:00,3055.0,13600.0
25083230460000,1550,Continental Resources Inc,Twyla  3-30H,OIL,Oil,PR,Producing,30,24,N,54,E, NW NE,215.0,N,2420.0,E,H,11083,Elm Coulee,2930,Elm Coulee,2012-08-29 00:00:00,2013-03-03 00:00:00,2405.0,19605.0
25083229510000,1550,Continental Resources Inc,Hitchcock  1-9H,OIL,Oil,PR,Producing,9,26,N,53,E, NE NW,200.0,N,1672.0,W,H,11083,Elm Coulee,2930,Elm Coulee,2012-02-28 00:00:00,2013-03-12 00:00:00,2145.0,18895.0
25083220170000,118,Enerplus Resources USA Corporation,Cable-Leonard  29-14H,OIL,Oil,PR,Producing,29,25,N,54,E, SE SW,1300.0,S,1980.0,W,H,11083,Elm Coulee,2930,Elm Coulee,2003-06-03 00:00:00,2003-12-16 00:00:00,2408.0,18206.0
25083227130000,6955,Sinclair Oil & Gas Company,Schmitz  1-25H,OIL,Oil,PR,Producing,25,27,N,53,E, NW NW,260.0,N,750.0,W,H,11083,Elm Coulee,2930,Elm Coulee,2007-12-07 00:00:00,2008-02-15 00:00:00,2018.0,13395.0
25083222870000,580,XTO Energy Inc.,Christiansen  14X-9,OIL,Oil,PR,Producing,9,23,N,58,E, SW SW,300.0,S,1000.0,W,H,11083,Elm Coulee,2930,Elm Coulee,2005-04-05 00:00:00,2006-03-13 00:00:00,2335.0,20938.0
25083223640000,1550,Continental Resources Inc,Mullin  1-31H,OIL,Oil,AU,Abandoned - Unapproved,31,23,N,56,E, NE NE,800.0,N,300.0,E,H,11083,Elm Coulee,2930,Elm Coulee,2005-09-27 00:00:00,2006-01-11 00:00:00,2499.0,15064.0
25083221290000,6980,Slawson Exploration Company Inc,Matador  1-13H,OIL,Oil,PR,Producing,13,24,N,53,E, SW SE,660.0,S,1980.0,E,H,11083,Elm Coulee,2930,Elm Coulee,2004-03-07 00:00:00,2004-07-20 00:00:00,2499.0,14181.0
25021050330000,664,"Denbury Onshore, LLC",Gas City A  22-34,OIL,Oil,AX,P&A - Approved,34,14,N,55,E, SE NW,3297.0,S,1960.0,W,H,3620,Gas City,3620,Gas City,1962-01-03 00:00:00,1962-04-11 00:00:00,2168.0,11795.0
25083222610000,580,XTO Energy Inc.,Irigoin State  13X-16,OIL,Oil,PR,Producing,16,25,N,54,E, NW SW,1840.0,S,300.0,W,H,11083,Elm Coulee,2930,Elm Coulee,2005-01-02 00:00:00,2005-03-07 00:00:00,2274.0,14429.0
25091219330000,871,"D90 Energy, LLC",Bolke  7-13H,OIL,Oil,PR,Producing,7,37,N,57,E, SW SW,680.0,S,290.0,W,H,11091,Flat Lake,3200,Flat Lake,2012-10-18 00:00:00,2013-04-15 00:00:00,2204.0,12319.0
25025215930000,664,"Denbury Onshore, LLC",UNIT 22X-10AH,OIL,Oil,SI,Shut In,10,9,N,58,E, SE NW,2240.0,N,2400.0,W,H,1620,Cabin Creek,1620,Cabin Creek,1995-12-22 00:00:00,1996-05-22 00:00:00,2967.0,11399.0
25083224830000,779,"White Rock Oil & Gas, LLC",Cheryl Pederson  14-17H,OIL,Oil,SI,Shut In,17,24,N,57,E, SE SW,250.0,S,1980.0,W,H,11083,Elm Coulee,2930,Elm Coulee,2006-04-27 00:00:00,2006-07-19 00:00:00,2425.0,14696.0
25083223600000,1550,Continental Resources Inc,Katherine  1-15H,OIL,Oil,PR,Producing,15,25,N,55,E, NW NW,150.0,N,800.0,W,H,11083,Elm Coulee,2930,Elm Coulee,2005-09-09 00:00:00,2006-02-06 00:00:00,2259.0,14717.0
25085219900000,727,"Kraken Operating, LLC",Gehringer 24-13  #3H,OIL,Oil,PR,Producing,25,28,N,58,E, NW NE,353.0,N,1691.0,E,H,11085,"Elm Coulee, Northeast",2933,"Elm Coulee, Northeast",2017-12-07 00:00:00,2018-11-13 00:00:00,2038.0,20512.0
25083232240000,246,"Prima Exploration, Inc.",Christiansen  34-12-3H,OIL,Oil,PR,Producing,12,25,N,58,E, SW SE,300.0,S,1625.0,E,H,11083,"Elm Coulee, Northeast",2933,"Elm Coulee, Northeast",2013-12-31 00:00:00,2014-09-15 00:00:00,2066.0,20035.0
25083219410000,580,XTO Energy Inc.,BN  24X-17,OIL,Oil,SI,Shut In,17,22,N,60,E,  SE,665.0,S,410.0,E,H,6180,"Mon Dak, West",6180,"Mon Dak, West",2002-05-01 00:00:00,2002-08-07 00:00:00,2008.0,13880.0
25083228390000,580,XTO Energy Inc.,Craig  14X-10,OIL,Oil,PR,Producing,10,24,N,56,E, SW SW,1000.0,S,1000.0,W,H,11083,Elm Coulee,2930,Elm Coulee,2010-05-03 00:00:00,2010-08-28 00:00:00,2564.0,18025.0
25083220450000,118,Enerplus Resources USA Corporation,Stockade-Strand  32-4H,OIL,Oil,PR,Producing,32,25,N,54,E, NW NW,300.0,N,660.0,W,H,11083,Elm Coulee,2930,Elm Coulee,2003-09-03 00:00:00,2004-02-21 00:00:00,2341.0,13880.0
25091218730000,871,"D90 Energy, LLC",Hellegaard  10-16H,OIL,Oil,SI,Shut In,10,37,N,57,E, SE SE,640.0,S,200.0,E,H,11091,Flat Lake,3200,Flat Lake,2010-04-13 00:00:00,2010-09-22 00:00:00,2245.0,11864.0
25083232750000,404,Whiting Oil and Gas Corporation,Hunter  21-26-3H,OIL,Oil,PR,Producing,26,25,N,58,E, NE NW,315.0,N,2120.0,W,H,11083,"Elm Coulee, Northeast",2933,"Elm Coulee, Northeast",2014-07-07 00:00:00,2014-12-01 00:00:00,2177.0,20520.0
25083228370000,118,Enerplus Resources USA Corporation,Bullwinkle-Yahoo  4-1-HSU,EOR,"Injection, EOR",IA,Active Injection,4,23,N,57,E, NE NE,345.0,N,600.0,E,H,11083,Elm Coulee,2930,Elm Coulee,2010-05-03 00:00:00,2011-06-06 00:00:00,,14831.0
25021211620000,664,"Denbury Onshore, LLC",State  11X-16H,OIL,Oil,SI,Shut In,16,14,N,55,E, NW NW,1270.0,N,1000.0,W,H,11021,Glendive,3760,Glendive,2004-07-29 00:00:00,2004-11-30 00:00:00,2170.0,11240.0
25085219880000,727,"Kraken Operating, LLC",Gehringer 24-13  LE #1H,OIL,Oil,PR,Producing,25,28,N,58,E, NW NE,419.0,N,1691.0,E,H,11085,"Elm Coulee, Northeast",2933,"Elm Coulee, Northeast",2017-12-07 00:00:00,2018-11-12 00:00:00,2038.0,20317.0
25083223740000,118,Enerplus Resources USA Corporation,Stockade-Sigvald  32-2H,OIL,Oil,SI,Shut In,32,25,N,54,E, NW NE,250.0,N,2500.0,E,H,11083,Elm Coulee,2930,Elm Coulee,2005-10-18 00:00:00,2006-01-20 00:00:00,2387.0,14068.0
25025221340000,664,"Denbury Onshore, LLC",Unit  14X-16BH,OIL,Oil,PR,Producing,16,7,N,60,E, SW SW,980.0,S,980.0,W,H,6680,Pennel,6680,Pennel,2002-10-11 00:00:00,2003-06-19 00:00:00,3014.0,13227.0
25025215840000,664,"Denbury Onshore, LLC",Cabin Creek  M13X-17H,OIL,Oil,SI,Shut In,17,10,N,58,E, NW SW,1900.0,S,850.0,W,H,1620,Cabin Creek,1620,Cabin Creek,1995-08-23 00:00:00,1995-12-06 00:00:00,2798.0,9235.0
25083232610000,404,Whiting Oil and Gas Corporation,Young  31-1-1H,OIL,Oil,PR,Producing,1,24,N,59,E,  NE,265.0,N,1999.0,E,H,11083,"Elm Coulee, Northeast",2933,"Elm Coulee, Northeast",2014-06-16 00:00:00,2014-11-21 00:00:00,2165.0,23191.0
25083226520000,5000,Burlington Resources Oil & Gas Company LP,BR  41-3H 54,OIL,Oil,PR,Producing,3,25,N,54,E, NE NE,400.0,N,400.0,E,H,11083,Elm Coulee,2930,Elm Coulee,2007-06-06 00:00:00,2007-08-05 00:00:00,2268.0,15930.0
25083223530000,536,Ovintiv USA Inc.,Mercer  1-36H,OIL,Oil,SI,Shut In,36,22,N,59,E, SW SW,353.0,S,629.0,W,H,11083,Elm Coulee,2930,Elm Coulee,2005-09-06 00:00:00,2006-01-23 00:00:00,2230.0,14540.0
25083229080000,6980,Slawson Exploration Company Inc,Android  1-6H,OIL,Oil,AU,Abandoned - Unapproved,6,23,N,53,E, SE SE,540.0,S,850.0,E,H,11083,Elm Coulee,2930,Elm Coulee,2011-10-28 00:00:00,2012-10-22 00:00:00,,13049.0
25035218960000,111,"Montalban Oil & Gas Operations, Inc.",Red Creek  1C-11,SWD,Injection - Disposal,IA,Active Injection,11,37,N,5,W, NE NE,1270.0,N,1316.0,E,H,7460,Red Creek,7460,Red Creek,1994-02-25 00:00:00,1994-03-18 00:00:00,3763.0,4744.0
25025215260000,664,"Denbury Onshore, LLC",Unit  41-10H,OIL,Oil,PR,Producing,10,9,N,58,E, NE NE,750.0,N,660.0,E,H,1620,Cabin Creek,1620,Cabin Creek,1994-06-07 00:00:00,1994-10-12 00:00:00,2839.0,12264.0
25085217640000,2322,"EOG Resources, Inc.",Stateline  11-1314H,OIL,Oil,PR,Producing,13,28,N,59,E,  S2,800.0,S,300.0,E,H,11085,"Elm Coulee, Northeast",2933,"Elm Coulee, Northeast",2010-07-27 00:00:00,2012-04-11 00:00:00,2145.0,15856.0
25083226590000,779,"White Rock Oil & Gas, LLC",Johnson  14-31H,OIL,Oil,PR,Producing,31,24,N,58,E, SE SW,450.0,S,1900.0,W,H,11083,Elm Coulee,2930,Elm Coulee,2007-06-15 00:00:00,2007-09-24 00:00:00,2342.0,14521.0
25083227070000,580,XTO Energy Inc.,Hartland  14X-26,OIL,Oil,AU,Abandoned - Unapproved,26,22,N,58,E, SW SW,300.0,S,300.0,W,H,11083,Elm Coulee,2930,Elm Coulee,2007-11-09 00:00:00,2008-06-23 00:00:00,2058.0,20537.0
25025225170000,664,"Denbury Onshore, LLC",ELOB  14A-23NH 760,OIL,Oil,PR,Producing,23,7,N,60,E, SW SW,1150.0,S,175.0,W,H,5710,"Lookout Butte, East, Unit",5708,"Lookout Butte, East, Unit",2005-04-04 00:00:00,2005-05-31 00:00:00,3095.0,18108.0
25083230900000,1550,Continental Resources Inc,Fisher  1-29H,OIL,Oil,PR,Producing,29,27,N,53,E, SW SE,265.0,S,1990.0,E,H,11083,Elm Coulee,2930,Elm Coulee,2012-11-23 00:00:00,2013-12-05 00:00:00,2091.0,18615.0
25087217270000,583,Cirque Resources LP,Rock Happy  33-3H,DH,Dry Hole,AX,P&A - Approved,33,11,N,32,E, NE NW,795.0,N,2190.0,W,H,11087,Sumatra (Heath),8870,Sumatra (Heath),2011-07-15 00:00:00,2011-10-04 00:00:00,3082.0,5420.0
25083233190000,246,"Prima Exploration, Inc.",Prewitt  21-25-3H,OIL,Oil,PR,Producing,25,25,N,58,E, NW NE,350.0,N,2594.0,E,H,11083,"Elm Coulee, Northeast",2933,"Elm Coulee, Northeast",2014-10-17 00:00:00,2015-02-20 00:00:00,2209.0,20122.0
